symptom_text,risk_tier
தாத்தா மூட்டு வலி வருது ஆனா நடக்கலாம்,HOME_CARE
என் பாட்டிக்கு பலவீனம் இருக்கு வீட்டு வைத்தியம்,HOME_CARE
எங்க அம்மாக்கு பிபி சரியில்ல கொஞ்சம்,HOME_CARE
தாத்தாவுக்கு தலை சுத்துது லைட்டா,HOME_CARE
பாட்டி கை வலிக்குது சாதாரண வலி தான்,HOME_CARE
எங்க தாத்தாவுக்கு சர்க்கரை பிரச்சனை பழையது,HOME_CARE
அப்பாக்கு உடம்பு சோர்வா இருக்கு,HOME_CARE
பாட்டிக்கு முதுகு வலி கொஞ்சம்,HOME_CARE
தாத்தா நெஞ்சு வலி இல்லை ஆனா மூச்சு சிரமம் லைட்,HOME_CARE
என் பாட்டிக்கு கண் பார்வை கொஞ்சம் மங்குது வயசு காரணமா,HOME_CARE
தாத்தா கால் வீங்கல கொஞ்சம்,HOME_CARE
பாட்டி உடம்பு வலிக்குது ஆனா வேலை செய்யலாம்,HOME_CARE
எங்க அப்பாக்கு பிபி மருந்து சாப்பிடுறாரு,HOME_CARE
தாத்தாவுக்கு வயிறு அசௌகரியம் லைட்டா,HOME_CARE
பாட்டிக்கு தொண்டை கட்டுது சளி,HOME_CARE
என் பொண்டாட்டி பாட்டிக்கு மூட்டு வலி,HOME_CARE
தாத்தா சர்க்கரை டெஸ்ட் பண்ணணும் ஆனா சரியா தான் இருக்கு,HOME_CARE
பாட்டி பலவீனமா இருந்தாலும் சாப்பிடுறா,HOME_CARE
எங்க தாத்தாவுக்கு தலைவலி வருது,HOME_CARE
அம்மா உடம்பு சோர்வு,HOME_CARE
தாத்தா கை கால் வலி வயசு ஆகுது,HOME_CARE
பாட்டிக்கு பிபி லேசா அதிகம்,HOME_CARE
என் பாட்டிக்கு சளி இருக்கு வீட்டுல பார்க்கலாம்,HOME_CARE
தாத்தாவுக்கு மூட்டு வலி அதிகமில்ல,HOME_CARE
பாட்டி சர்க்கரை கட்டுப்பாடா இருக்கு,HOME_CARE
எங்க அப்பாக்கு உடம்பு வலிக்குது ஆனா ஓய்வு எடுத்தா சரி,HOME_CARE
தாத்தா தலை சுத்தல் லைட்,HOME_CARE
பாட்டிக்கு கழுத்து வலி,HOME_CARE
என் தாத்தாவுக்கு பலவீனம் வயசு காரணமா,HOME_CARE
பாட்டி மருந்து சாப்பிட்டா உடம்பு சரியாகுது,HOME_CARE
தாத்தா சல்லி பரவால இல்ல,HOME_CARE
எங்க பாட்டிக்கு வயிறு வலி கொஞ்சம்,HOME_CARE
அப்பா உடம்பு நல்லா இல்ல ஆனா ஆபத்து இல்ல,HOME_CARE
தாத்தாவுக்கு பிபி மருந்து தொடர்ந்து,HOME_CARE
பாட்டி மூட்டு வலி வீட்டு வைத்தியம் பண்ணலாம்,HOME_CARE
என் அப்பாக்கு சர்க்கரை சோதனை வேணும்,HOME_CARE
தாத்தா தொண்டை வலி லேசா,HOME_CARE
பாட்டிக்கு கால் வீக்கம் கொஞ்சம்,HOME_CARE
எங்க தாத்தாவுக்கு உடம்பு வலி சாதாரணம்,HOME_CARE
பாட்டி பலவீனம் ஆனா சாப்பாடு சரி,HOME_CARE
தாத்தா தலைவலி இல்லை ஆனா உடம்பு சோர்வு,HOME_CARE
என் பாட்டிக்கு முதுகு வலிக்குது,HOME_CARE
அப்பாக்கு சளி பிடிச்சு இருக்கு,HOME_CARE
தாத்தாவுக்கு வயசு வலி எல்லாம் சரியா தான்,HOME_CARE
பாட்டி சர்க்கரை கொஞ்சம் ஏறுது ஆனா கவலை இல்ல,HOME_CARE
எங்க பாட்டிக்கு கண்ணு எரிச்சல்,HOME_CARE
தாத்தா கை வலி,HOME_CARE
பாட்டிக்கு பிபி சரியில்ல லைட்,HOME_CARE
என் தாத்தாவுக்கு மூட்டு வலி பழைய பிரச்சனை,HOME_CARE
பாட்டி உடம்பு பலவீனமா இருக்கு வீட்டுல,HOME_CARE
தாத்தா சர்க்கரை கட்டுப்பாடு,HOME_CARE
எங்க அம்மாக்கு தலை வலி வருது,HOME_CARE
பாட்டிக்கு வயிறு அசௌகரியம்,HOME_CARE
தாத்தாவுக்கு கால் வலி ஆனா நடக்கலாம்,HOME_CARE
என் பாட்டிக்கு சளி வருது சாதாரணம்,HOME_CARE
அப்பா உடம்பு வலி கொஞ்சம்,HOME_CARE
தாத்தா பிபி ஏறுது மருந்து இருக்கு,HOME_CARE
பாட்டி மூட்டு வலி லேசா,HOME_CARE
எங்க தாத்தாவுக்கு பலவீனம்,HOME_CARE
பாட்டிக்கு தொண்டை கட்டல்,HOME_CARE
தாத்தா தலை சுத்துது,HOME_CARE
என் அப்பாக்கு சர்க்கரை பழையது,HOME_CARE
பாட்டி உடம்பு சோர்வு,HOME_CARE
தாத்தாவுக்கு முதுகு வலி,HOME_CARE
எங்க பாட்டிக்கு கை கால் வலி,HOME_CARE
அப்பா தலைவலி இல்ல,HOME_CARE
தாத்தா வீட்டு வைத்தியம் பண்ணலாம்,HOME_CARE
பாட்டிக்கு பிபி சரி,HOME_CARE
என் தாத்தாவுக்கு உடம்பு வலிக்குது ஆனா சரியாகும்,HOME_CARE
பாட்டி சளி பிடிச்சிருக்கு,HOME_CARE
தாத்தாவுக்கு சர்க்கரை லைட்டா,HOME_CARE
எங்க அப்பாக்கு மூட்டு வலி,HOME_CARE
பாட்டிக்கு பலவீனம் வயசு,HOME_CARE
தாத்தா காய்ச்சல் இல்லை ஆனா உடம்பு வலி,HOME_CARE
என் பாட்டிக்கு தலைவலி லேசா,HOME_CARE
அம்மாக்கு வயிறு வலி கொஞ்சம்,HOME_CARE
தாத்தாவுக்கு பிபி மருந்து,HOME_CARE
பாட்டி கால் வீங்குது லைட்,HOME_CARE
எங்க தாத்தாவுக்கு சோர்வு,HOME_CARE
பாட்டிக்கு முதுகு வலி சாதாரணம்,HOME_CARE
தாத்தா சளி,HOME_CARE
என் அப்பாக்கு உடம்பு பலவீனம்,HOME_CARE
பாட்டி தொண்டை வலி,HOME_CARE
தாத்தாவுக்கு மூட்டு வலி ஆனா வேலை செய்யலாம்,HOME_CARE
எங்க பாட்டிக்கு சர்க்கரை சரி,HOME_CARE
தாத்தா தலை சுத்தல்,HOME_CARE
பாட்டிக்கு பிபி லைட்,HOME_CARE
என் தாத்தாவுக்கு வயசு வலி,HOME_CARE
பாட்டி உடம்பு வலி கொஞ்சம்,HOME_CARE
தாத்தாவுக்கு சர்க்கரை பிரச்சனை இல்ல,HOME_CARE
எங்க அப்பாக்கு தலைவலி,HOME_CARE
பாட்டிக்கு கை வலி,HOME_CARE
தாத்தா பலவீனமா இருக்கு,HOME_CARE
என் பாட்டிக்கு மூட்டு வலி வீட்டுல பார்க்கலாம்,HOME_CARE
தாத்தாவுக்கு உடம்பு சோர்வு,HOME_CARE
பாட்டி சளி பிடிச்சிருக்கு வீட்டு வைத்தியம்,HOME_CARE
அப்பாக்கு பிபி அதிகமில்ல,HOME_CARE
தாத்தா கால் வலி லேசா,HOME_CARE
எங்க பாட்டிக்கு தொண்டை கட்டுது,HOME_CARE
பாட்டி வயிறு அசௌகரியம்,HOME_CARE
என் அம்மாக்கு உடம்பு வலி,HOME_CARE
பாட்டிக்கு பலவீனம்,HOME_CARE
பாட்டி மூட்டு வலி சரியா தான்,HOME_CARE
தாத்தாவுக்கு பிபி சோதனை,HOME_CARE
என் பாட்டிக்கு கால் வீக்கம்,HOME_CARE
அப்பா உடம்பு பலவீனம்,HOME_CARE
தாத்தா சளி இல்ல ஆனா வலி இருக்கு,HOME_CARE
பாட்டிக்கு தலை சுத்துது,HOME_CARE
எங்க அப்பாக்கு முதுகு வலி,HOME_CARE
தாத்தாவுக்கு வயசு பிரச்சனை,HOME_CARE
பாட்டி சர்க்கரை லைட்டா ஏறுது,HOME_CARE
என் தாத்தாவுக்கு உடம்பு வலிக்குது,HOME_CARE
பாட்டிக்கு பிபி மருந்து,HOME_CARE
தாத்தா கை கால் வலி,HOME_CARE
எங்க பாட்டிக்கு சோர்வு,HOME_CARE
அப்பாக்கு தொண்டை வலி,HOME_CARE
தாத்தாவுக்கு மூட்டு வலி பழையது,HOME_CARE
பாட்டி உடம்பு சரியில்ல லைட்,HOME_CARE
என் அப்பாக்கு சளி பிடிச்சிருக்கு,HOME_CARE
தாத்தா பலவீனம்,HOME_CARE
பாட்டிக்கு தலைவலி,HOME_CARE
எங்க தாத்தாவுக்கு சர்க்கரை சரி,HOME_CARE
பாட்டி கால் வலி,HOME_CARE
தாத்தாவுக்கு பிபி லைட்,HOME_CARE
என் பாட்டிக்கு முதுகு வலி கொஞ்சம்,HOME_CARE
அப்பா உடம்பு வலி,HOME_CARE
தாத்தாவுக்கு வயிறு வலி லேசா,HOME_CARE
பாட்டிக்கு சளி,HOME_CARE
எங்க அம்மாக்கு பலவீனம்,HOME_CARE
தாத்தா மூட்டு வலி,HOME_CARE
பாட்டிக்கு தலை சுத்தல்,HOME_CARE
என் தாத்தாவுக்கு உடம்பு சோர்வு,HOME_CARE
பாட்டி பிபி சரியா இருக்கு,HOME_CARE
தாத்தாவுக்கு சர்க்கரை,HOME_CARE
எங்க பாட்டிக்கு கை வலி,HOME_CARE
அப்பாக்கு தொண்டை கட்டுது,HOME_CARE
தாத்தா வயசு வலி,HOME_CARE
பாட்டிக்கு முதுகு வலி,HOME_CARE
தாத்தாவுக்கு சளி பிடிச்சிருக்கு,HOME_CARE
பாட்டி தலைவலி லேசா,HOME_CARE
பாட்டிக்கு பிபி ஏறுது ஆனா சரி,HOME_CARE
தாத்தா சர்க்கரை கட்டுப்பாட்டுல,HOME_CARE
என் பாட்டிக்கு உடம்பு வலி,HOME_CARE
அப்பா கால் வீங்குது,HOME_CARE
தாத்தாவுக்கு தலை சுத்துது,HOME_CARE
பாட்டி பலவீனமா,HOME_CARE
எங்க அப்பாக்கு வயிறு அசௌகரியம்,HOME_CARE
என் தாத்தாவுக்கு பிபி மருந்து,HOME_CARE
எங்க பாட்டிக்கு தலைவலி,HOME_CARE
அப்பாக்கு சர்க்கரை,HOME_CARE
பாட்டிக்கு தொண்டை வலி,HOME_CARE
என் அம்மாக்கு பலவீனம்,HOME_CARE
பாட்டி உடம்பு வலி,HOME_CARE
எங்க தாத்தாவுக்கு சளி,HOME_CARE
என் பாட்டிக்கு சர்க்கரை சோதனை,HOME_CARE
அப்பா தலை சுத்துது,HOME_CARE
தாத்தாவுக்கு உடம்பு வலி,HOME_CARE
பாட்டி பலவீனம்,HOME_CARE
தாத்தா சளி பிடிச்சிருக்கு,HOME_CARE
என் தாத்தாவுக்கு பிபி,HOME_CARE
எங்க பாட்டிக்கு உடம்பு சோர்வு,HOME_CARE
அப்பாக்கு மூட்டு வலி,HOME_CARE
தாத்தா தொண்டை கட்டுது,HOME_CARE
பாட்டிக்கு வயிறு வலி,HOME_CARE
என் அப்பாக்கு பலவீனம்,HOME_CARE
தாத்தாவுக்கு தலைவலி,HOME_CARE
பாட்டி சளி,HOME_CARE
எங்க தாத்தாவுக்கு பிபி லைட்,HOME_CARE
தாத்தா உடம்பு வலி,HOME_CARE
என் பாட்டிக்கு சர்க்கரை,HOME_CARE
அப்பா கை வலி,HOME_CARE
தாத்தாவுக்கு மூட்டு வலி,HOME_CARE
எங்க அம்மாக்கு தலை சுத்துது,HOME_CARE
என் பையனுக்கு மழையில நனைஞ்சு லைட் இருமல்,HOME_CARE
சாதாரணமா உடம்பு வலி,HOME_CARE
என் மகளுக்கு லைட்டா தலை வலி,HOME_CARE
பூச்சி மருந்து பட்டு மைல்ட் அரிப்பு,HOME_CARE
எங்க அம்மாவுக்கு சளி பரவால,HOME_CARE
கொஞ்சம் உடம்பு வலிக்குது,HOME_CARE
என் பொண்டாட்டிக்கு லைட் காய்ச்சல்,HOME_CARE
மழை வேலை செஞ்சு லைட்டா சளி,HOME_CARE
தலை வலி சாதாரணம் தான்,HOME_CARE
என் பையனுக்கு உடம்பு கொஞ்சம் வலி,HOME_CARE
எங்க அப்பாக்கு லைட்டா இருமல்,HOME_CARE
காய்ச்சல் இல்ல ஆனா உடம்பு சோர்வு,HOME_CARE
என் மகளுக்கு மழைல நனைஞ்சு கொஞ்சம் சளி,HOME_CARE
என் அப்பாவுக்கு பூச்சி மருந்து மைல்ட் ரேஷ்,HOME_CARE
உடம்பு வலி சாதாரணம்,HOME_CARE
என் பொண்டாட்டிக்கு லைட்டா சளி,HOME_CARE
நேத்து மழையில வேலை செஞ்சு கொஞ்சம் குளிர்,HOME_CARE
தலை வலி இல்ல ஆனா உடம்பு வலி,HOME_CARE
என் பையனுக்கு மைல்ட் தலை வலி,HOME_CARE
எங்க அம்மாவுக்கு லைட் உடம்பு வலி,HOME_CARE
என் மகனுக்கு மழை எஃபெக்ட் லைட்,HOME_CARE
லைட்டா காய்ச்சல்,HOME_CARE
என் பொண்டாட்டிக்கு உடம்பு சோர்வு சாதாரணம்,HOME_CARE
பூச்சி தொட்டு மைல்ட் அரிப்பு,HOME_CARE
எங்க அப்பாக்கு லைட் சளி,HOME_CARE
உடம்பு வலிக்குது ஆனா பரவால,HOME_CARE
என் பையனுக்கு மைல்ட் இருமல்,HOME_CARE
காய்ச்சல் இல்லை ஆனா கொஞ்சம் வலி,HOME_CARE
என் மகளுக்கு மழைல சளி,HOME_CARE
லைட் தலை வலி,HOME_CARE
என் அம்மாவுக்கு உடம்பு வலி சாதாரணம்,HOME_CARE
சளி கொஞ்சம் வருது,HOME_CARE
என் பொண்டாட்டிக்கு லைட்டா உடம்பு வலி,HOME_CARE
எங்க வீட்டுக்காரருக்கு லைட் காய்ச்சல்,HOME_CARE
தலை வலி பரவால,HOME_CARE
என் பையனுக்கு மழை வேலை கொஞ்சம் சளி,HOME_CARE
என் மகனுக்கு இருமல் சாதாரணம்,HOME_CARE
கொஞ்சம் தலைவலி,HOME_CARE
எங்க அப்பாக்கு பூச்சி மருந்து லைட் ரியாக்ஷன்,HOME_CARE
சளி இல்ல ஆனா உடம்பு சோர்வு,HOME_CARE
என் பொண்டாட்டிக்கு லைட் தலை வலி,HOME_CARE
மழையில நனைஞ்சு கொஞ்சம் குளிர்,HOME_CARE
என் மகளுக்கு உடம்பு வலி மைல்ட்,HOME_CARE
என் அம்மாவுக்கு லைட்டா இருமல்,HOME_CARE
காய்ச்சல் கொஞ்சம்,HOME_CARE
என் பையனுக்கு தலை வலி லைட்,HOME_CARE
உடம்பு வலிக்குது பரவால,HOME_CARE
எங்க வீட்டுக்காரருக்கு மழை எஃபெக்ட்,HOME_CARE
என் பொண்டாட்டிக்கு கொஞ்சம் உடம்பு வலி,HOME_CARE
தலைவலி சாதாரணம்,HOME_CARE
என் மகனுக்கு லைட்டா சளி,HOME_CARE
எங்க அப்பாக்கு மைல்ட் உடம்பு வலி,HOME_CARE
காய்ச்சல் இல்ல,HOME_CARE
என் மகளுக்கு பூச்சி அரிப்பு லைட்,HOME_CARE
என் அம்மாவுக்கு லைட் தலை வலி,HOME_CARE
மழைல கொஞ்சம் வலி,HOME_CARE
என் பையனுக்கு உடம்பு சோர்வு,HOME_CARE
லைட்டா இருமல்,HOME_CARE
என் பொண்டாட்டிக்கு சாதாரண சளி,HOME_CARE
எங்க அப்பாக்கு மைல்ட் காய்ச்சல்,HOME_CARE
என் மகளுக்கு இருமல் லைட்,HOME_CARE
பரவால உடம்பு வலி,HOME_CARE
என் அம்மாவுக்கு மழை சளி,HOME_CARE
லைட்டா உடம்பு வலி,HOME_CARE
என் பொண்டாட்டிக்கு தலை வலி மைல்ட்,HOME_CARE
என் பையனுக்கு லைட் காய்ச்சல்,HOME_CARE
உடம்பு வலிக்குது,HOME_CARE
எங்க வீட்டுக்காரருக்கு மைல்ட் இருமல்,HOME_CARE
தலைவலி இல்ல ஆனா சோர்வு,HOME_CARE
என் மகனுக்கு சளி சாதாரணம்,HOME_CARE
என் மகளுக்கு கொஞ்சம் தலை வலி,HOME_CARE
மழை எஃபெக்ட் லைட்,HOME_CARE
என் அப்பாக்கு லைட்டா சளி,HOME_CARE
என் பொண்டாட்டிக்கு உடம்பு வலி மைல்ட்,HOME_CARE
காய்ச்சல் சாதாரணம்,HOME_CARE
மழையில கொஞ்சம் வலி,HOME_CARE
என் மகனுக்கு மைல்ட் இருமல்,HOME_CARE
என் பொண்டாட்டிக்கு சளி லைட்,HOME_CARE
என் மகளுக்கு லைட்டா காய்ச்சல்,HOME_CARE
பூச்சி மைல்ட் அரிப்பு,HOME_CARE
எங்க அப்பாக்கு கொஞ்சம் தலை வலி,HOME_CARE
என் பையனுக்கு மழைல உடம்பு வலி,HOME_CARE
என் அம்மாவுக்கு சாதாரண சளி,HOME_CARE
என் பொண்டாட்டிக்கு லைட் உடம்பு வலி,HOME_CARE
கொஞ்சம் காய்ச்சல்,HOME_CARE
என் மகனுக்கு தலைவலி லைட்,HOME_CARE
சளி இல்ல ஆனா சோர்வு,HOME_CARE
என் மகளுக்கு மைல்ட் இருமல்,HOME_CARE
எங்க வீட்டுக்காரருக்கு லைட் சளி,HOME_CARE
தலை வலி சாதாரணம்,HOME_CARE
என் பையனுக்கு மழை எஃபெக்ட்,HOME_CARE
என் பொண்டாட்டிக்கு கொஞ்சம் தலை வலி,HOME_CARE
என் அப்பாக்கு லைட் காய்ச்சல்,HOME_CARE
என் மகளுக்கு உடம்பு சோர்வு,HOME_CARE
என் அம்மாவுக்கு மைல்ட் சளி,HOME_CARE
என் பொண்டாட்டிக்கு லைட்டா இருமல்,HOME_CARE
உடம்பு வலி பரவால,HOME_CARE
என் பையனுக்கு சாதாரண தலை வலி,HOME_CARE
உடம்பு வலிக்குது சாதாரணம்,HOME_CARE
என் பொண்டாட்டிக்கு மழை சளி,HOME_CARE
லைட்டா தலைவலி,HOME_CARE
என் அம்மாவுக்கு கொஞ்சம் உடம்பு வலி,HOME_CARE
எங்க வீட்டுக்காரருக்கு தலை வலி மைல்ட்,HOME_CARE
என் மகளுக்கு சளி லைட்,HOME_CARE
கொஞ்சம் உடம்பு வலி,HOME_CARE
என் அப்பாக்கு மைல்ட் இருமல்,HOME_CARE
மழை எஃபெக்ட்,HOME_CARE
என் மகனுக்கு சாதாரண சளி,HOME_CARE
காய்ச்சல் இல்ல ஆனா சோர்வு,HOME_CARE
என் மகளுக்கு லைட் உடம்பு வலி,HOME_CARE
எங்க அம்மாவுக்கு தலை வலி லைட்,HOME_CARE
என் பொண்டாட்டிக்கு மைல்ட் காய்ச்சல்,HOME_CARE
என் பையனுக்கு மழைல சளி,HOME_CARE
என் அப்பாக்கு லைட்டா இருமல்,HOME_CARE
உடம்பு சோர்வு பரவால,HOME_CARE
என் மகளுக்கு மைல்ட் தலை வலி,HOME_CARE
சளி லைட்,HOME_CARE
என் அம்மாவுக்கு உடம்பு வலி கொஞ்சம்,HOME_CARE
தலை வலி இல்ல,HOME_CARE
என் பையனுக்கு மைல்ட் உடம்பு வலி,HOME_CARE
எங்க அப்பாக்கு சளி பரவால,HOME_CARE
என் மகனுக்கு லைட் காய்ச்சல்,HOME_CARE
என் மகளுக்கு சாதாரண இருமல்,HOME_CARE
என் பொண்டாட்டிக்கு மழை வலி லைட்,HOME_CARE
என் அம்மாவுக்கு உடம்பு சோர்வு,HOME_CARE
லைட்டா சளி,HOME_CARE
என் பையனுக்கு தலைவலி மைல்ட்,HOME_CARE
எங்க வீட்டுக்காரருக்கு லைட் இருமல்,HOME_CARE
என் மகளுக்கு மைல்ட் உடம்பு வலி,HOME_CARE
என் அப்பாக்கு சாதாரண சளி,HOME_CARE
என் பையனுக்கு இருமல் லைட்,HOME_CARE
என் மகனுக்கு மழை எஃபெக்ட்,HOME_CARE
என் மகளுக்கு உடம்பு வலி லைட்,HOME_CARE
எங்க அம்மாவுக்கு சளி மைல்ட்,HOME_CARE
என் பொண்டாட்டிக்கு லைட்டா உடம்பு சோர்வு,HOME_CARE
என் அப்பாக்கு மைல்ட் தலைவலி,HOME_CARE
என் மகளுக்கு லைட் இருமல்,HOME_CARE
my daughter has a mild cold and cough we gave her syrup,HOME_CARE
light headache since morning,HOME_CARE
my father has no fever just body ache after farm work,HOME_CARE
my son has mild cough for 2 days,HOME_CARE
light body ache,HOME_CARE
my wife feels tired after household work,HOME_CARE
mild cold symptoms,HOME_CARE
my mother has slight throat pain we tried home remedies,HOME_CARE
headache not severe,HOME_CARE
my daughter has light body pain since yesterday,HOME_CARE
my husband has general tiredness no fever,HOME_CARE
slight headache,HOME_CARE
my son feels mild cold,HOME_CARE
body ache after work,HOME_CARE
my father has light cough we can manage at home,HOME_CARE
mild tiredness,HOME_CARE
my mother has slight throat discomfort,HOME_CARE
my wife has mild body ache since morning,HOME_CARE
cough not bad,HOME_CARE
my daughter feels tired after playing,HOME_CARE
my son has light headache,HOME_CARE
slight body pain,HOME_CARE
my father has mild cough for one day,HOME_CARE
tiredness only,HOME_CARE
my mother has no fever but light cold,HOME_CARE
headache mild,HOME_CARE
my husband feels body ache after farm,HOME_CARE
my daughter has slight cough,HOME_CARE
light tiredness,HOME_CARE
my son has mild throat pain we gave warm water,HOME_CARE
body ache not severe,HOME_CARE
my wife has light cold symptoms,HOME_CARE
my father feels tired since afternoon,HOME_CARE
my mother has mild body ache,HOME_CARE
my daughter has no fever just tiredness,HOME_CARE
my son has slight body pain after playing,HOME_CARE
my husband feels light headache,HOME_CARE
tiredness after work,HOME_CARE
my father has mild cold we can handle,HOME_CARE
slight throat pain,HOME_CARE
my mother has body ache mild,HOME_CARE
my wife has tiredness no other issue,HOME_CARE
my daughter feels light body ache,HOME_CARE
my son has slight cold since yesterday,HOME_CARE
tired feeling,HOME_CARE
my father has mild throat discomfort,HOME_CARE
my mother has no fever but mild cough,HOME_CARE
my husband feels tired after field work,HOME_CARE
my daughter has light headache,HOME_CARE
body ache mild,HOME_CARE
my son has slight tiredness,HOME_CARE
cough not much,HOME_CARE
my wife has mild body pain we gave balm,HOME_CARE
my father has slight cough,HOME_CARE
tiredness,HOME_CARE
my mother has mild headache since morning,HOME_CARE
body ache light,HOME_CARE
my daughter feels mild cold,HOME_CARE
slight throat issue,HOME_CARE
my son has light body ache,HOME_CARE
my husband has tiredness only,HOME_CARE
my father has mild cold symptoms,HOME_CARE
my mother has slight body pain after work,HOME_CARE
my wife has mild throat pain,HOME_CARE
headache not bad,HOME_CARE
my daughter feels tired,HOME_CARE
mild body ache,HOME_CARE
my son has light cough,HOME_CARE
slight cold,HOME_CARE
my father has mild tiredness,HOME_CARE
body pain light,HOME_CARE
my mother has slight headache we can manage,HOME_CARE
my husband has light body ache,HOME_CARE
tired after farm,HOME_CARE
my daughter has mild cold,HOME_CARE
my son feels no fever just tiredness,HOME_CARE
my wife has mild body pain,HOME_CARE
my father has light cold,HOME_CARE
my mother has cough mild,HOME_CARE
my daughter has slight throat pain,HOME_CARE
my son has mild headache,HOME_CARE
my husband feels body ache mild,HOME_CARE
cough slight,HOME_CARE
my father has tiredness since evening,HOME_CARE
my mother has light headache,HOME_CARE
body pain not severe,HOME_CARE
my wife has mild cough we gave syrup,HOME_CARE
slight tiredness,HOME_CARE
my daughter has light body ache,HOME_CARE
my son feels slight cough,HOME_CARE
my mother has no issue except mild cold,HOME_CARE
slight cough,HOME_CARE
my husband has light headache,HOME_CARE
tired after work,HOME_CARE
my daughter feels mild body ache,HOME_CARE
my wife has mild throat discomfort,HOME_CARE
my father has light cough,HOME_CARE
my mother feels tired only,HOME_CARE
my daughter has slight body pain,HOME_CARE
my son has mild cough since morning,HOME_CARE
my husband has light cold,HOME_CARE
slight body ache,HOME_CARE
my father has mild headache,HOME_CARE
my mother has tiredness after housework,HOME_CARE
my wife has slight cough,HOME_CARE
my daughter feels mild tiredness,HOME_CARE
my father has slight cold symptoms,HOME_CARE
my mother has mild body pain,HOME_CARE
my husband has light tiredness,HOME_CARE
my daughter has mild cold we can manage,HOME_CARE
body ache slight,HOME_CARE
my son feels light headache,HOME_CARE
my wife has slight body pain,HOME_CARE
my father has mild cold,HOME_CARE
my mother has light cough,HOME_CARE
my daughter feels body ache mild,HOME_CARE
my son has tiredness only,HOME_CARE
my husband has light body pain,HOME_CARE
my father has mild throat pain,HOME_CARE
my mother has slight tiredness,HOME_CARE
my wife has mild cough,HOME_CARE
my son feels slight cold,HOME_CARE
my father has mild body ache,HOME_CARE
my mother has tiredness mild,HOME_CARE
my husband has light cold symptoms,HOME_CARE
my daughter has mild cough,HOME_CARE
my son has slight headache,HOME_CARE
my wife feels light body ache,HOME_CARE
my mother has light cold,HOME_CARE
tiredness light,HOME_CARE
my son has mild body pain,HOME_CARE
my husband has mild cold we gave remedies,HOME_CARE
my father has light tiredness,HOME_CARE
my mother has slight headache,HOME_CARE
cold light,HOME_CARE
my daughter feels light body pain,HOME_CARE
my son has mild tiredness,HOME_CARE
my mother has light body ache,HOME_CARE
my daughter has mild cold symptoms,HOME_CARE
my son feels slight tiredness,HOME_CARE
my wife has light headache,HOME_CARE
cold mild,HOME_CARE
my mother has slight cough,HOME_CARE
my son has light cold,HOME_CARE
my husband has mild cough,HOME_CARE
my father has light headache,HOME_CARE
my mother feels body pain light,HOME_CARE
my wife has mild tiredness,HOME_CARE
my daughter has slight body ache,HOME_CARE
my son feels light cold,HOME_CARE
tiredness mild,HOME_CARE
my daughter has mild body pain,HOME_CARE
my son has slight cough,HOME_CARE
my wife has light tiredness,HOME_CARE
baby has mild cold and little cough we gave syrup,HOME_CARE
my pregnant wife has light headache since morning,HOME_CARE
son has body ache no fever after playing,HOME_CARE
daughter is crying a bit but feeding well,HOME_CARE
mild fever in baby,HOME_CARE
my pregnant wife has slight back pain,HOME_CARE
child has light cough since yesterday,HOME_CARE
baby not taking breast milk fully but active,HOME_CARE
son has mild cold we tried home remedy,HOME_CARE
light stomach discomfort my pregnant wife,HOME_CARE
baby has loose motion mild,HOME_CARE
child has no high fever just little tired,HOME_CARE
pregnant wife has leg swelling light,HOME_CARE
my son small scratch on hand,HOME_CARE
baby crying little more than usual,HOME_CARE
pregnant wife has mild body ache,HOME_CARE
daughter has light fever and runny nose,HOME_CARE
my baby mild fever for one day,HOME_CARE
light cough my young son,HOME_CARE
wife has light headache in pregnancy,HOME_CARE
baby is crying more but seems normal,HOME_CARE
mild fever my child,HOME_CARE
pregnant wife has slight stomach pain what to do,HOME_CARE
daughter has dry skin,HOME_CARE
baby has less feeding today,HOME_CARE
light back pain pregnant wife,HOME_CARE
son has mild cold 2 days,HOME_CARE
child feels little weak,HOME_CARE
baby crying after feeding,HOME_CARE
my pregnant wife has mild leg pain,HOME_CARE
son mild fever we gave medicine,HOME_CARE
baby breast feeding is ok,HOME_CARE
daughter has light loose motion,HOME_CARE
mild cold my baby,HOME_CARE
pregnant wife back pain slight,HOME_CARE
son has light rashes,HOME_CARE
baby has mild cough,HOME_CARE
my pregnant wife has light vomiting,HOME_CARE
baby not feeding full but ok,HOME_CARE
light loose motion my son,HOME_CARE
my pregnant wife feels little dizzy,HOME_CARE
child crying with mild cold,HOME_CARE
baby has small cut,HOME_CARE
wife has pregnancy discomfort mild,HOME_CARE
my son is little tired,HOME_CARE
pregnant sister has light swelling,HOME_CARE
baby crying more today,HOME_CARE
mild fever my daughter,HOME_CARE
my pregnant wife has very light spotting no,HOME_CARE
son has mild diarrhea,HOME_CARE
baby mild cold since 2 days,HOME_CARE
child has dry skin,HOME_CARE
my pregnant wife has light back pain,HOME_CARE
son light vomiting,HOME_CARE
baby crying and less feeding,HOME_CARE
my daughter light loose stools,HOME_CARE
pregnant wife vomiting light,HOME_CARE
my child has light rashes,HOME_CARE
baby crying little,HOME_CARE
pregnant wife light hand swelling,HOME_CARE
light stomach upset my baby,HOME_CARE
my son has mild fever,HOME_CARE
pregnant wife feels ok,HOME_CARE
daughter loose motion light,HOME_CARE
